Planet Name,    UT Start,    UT Stop, UT 1st Contact, UT 4th Contact, Err(min), Reason,Frac1,Frac2,V mag, J mag,H mag,K mag,Depth, B-V,Chart,Type
     WTS-2 b,2018/03/10 09:52,2018/03/10 10:43,2018/03/10 08:26,2018/03/10 09:57,4, OBJ N/A,0.062,0.281,-----,13.92,13.46,13.41,0.0308,-----,Finder,P
   WASP-80 b,2018/03/09 12:05,2018/03/09 12:49,2018/03/09 11:19,2018/03/09 13:26,2.4, OBJ SUN,0.344,0.172,11.7,9.22,8.51,8.35,0.0293,0.9,Finder,P
   CoRoT-2 b,2018/03/04 11:30,2018/03/04 12:38,2018/03/04 09:14,2018/03/04 11:30,3.3, OBJ N/A,0.002,0.251,12.57,10.78,10.44,10.31,0.0275,0.85,Finder,P
   Qatar-2 b,2018/03/07 06:25,2018/03/07 10:02,2018/03/07 07:19,2018/03/07 09:08,10.2, N/A N/A,1,1,13.3,11.35,10.79,10.62,0.0272,0.7,Finder,P
   WASP-43 b,2018/03/04 02:57,2018/03/04 03:38,2018/03/04 01:54,2018/03/04 03:03,4.7, OBJ N/A,0.09,0.295,12.4,9.99,9.4,9.27,0.0255,1,Finder,P
   WASP-43 b,2018/03/07 07:25,2018/03/07 09:44,2018/03/07 07:59,2018/03/07 09:09,4.7, N/A N/A,1,1,12.4,9.99,9.4,9.27,0.0255,1,Finder,P
   WASP-43 b,2018/03/08 02:56,2018/03/08 05:15,2018/03/08 03:31,2018/03/08 04:40,4.7, N/A N/A,1,1,12.4,9.99,9.4,9.27,0.0255,1,Finder,P
Kepler-840 b,2018/03/05 09:49,2018/03/05 12:54,2018/03/05 07:31,2018/03/05 11:47,0.9, OBJ SUN,0.462,0.362,-----,13,12.68,12.6,0.022,-----,Finder,P
Kepler-840 b,2018/03/10 09:29,2018/03/10 12:48,2018/03/10 07:19,2018/03/10 11:34,0.9, OBJ SUN,0.49,0.388,-----,13,12.68,12.6,0.022,-----,Finder,P
    TrES-5 b,2018/03/06 09:43,2018/03/06 11:59,2018/03/06 09:13,2018/03/06 11:04,1.9, OBJ N/A,0.73,0.615,13.72,12.11,11.67,11.56,0.0206,0.93,Finder,P
    TrES-5 b,2018/03/09 09:31,2018/03/09 11:08,2018/03/09 08:22,2018/03/09 10:12,1.9, OBJ N/A,0.375,0.437,13.72,12.11,11.67,11.56,0.0206,0.93,Finder,P
  HAT-P-12 b,2018/03/04 04:23,2018/03/04 06:45,2018/03/04 03:15,2018/03/04 05:35,3.6, OBJ N/A,0.518,0.509,-----,10.79,10.24,10.11,0.0198,-0.24,Finder,P
  HAT-P-12 b,2018/03/07 07:12,2018/03/07 11:52,2018/03/07 08:22,2018/03/07 10:42,3.6, N/A N/A,1,1,-----,10.79,10.24,10.11,0.0198,-0.24,Finder,P
  WASP-135 b,2018/03/10 08:22,2018/03/10 11:15,2018/03/10 08:46,2018/03/10 10:26,2.8, OBJ N/A,1,0.87,13.28, -----,-----,-----,0.0194,0.97,Finder,P
   WASP-36 b,2018/03/04 05:45,2018/03/04 09:23,2018/03/04 06:39,2018/03/04 08:28,6.6, N/A N/A,1,1,12.7,11.61,11.35,11.29,0.0191,0.4,Finder,P
   WASP-36 b,2018/03/07 07:33,2018/03/07 09:15,2018/03/07 08:27,2018/03/07 10:16,6.6, N/A OBJ,0.44,0.47,12.7,11.61,11.35,11.29,0.0191,0.4,Finder,P
  HAT-P-37 b,2018/03/07 08:46,2018/03/07 12:51,2018/03/07 09:29,2018/03/07 11:49,9.2, OBJ SUN,1,0.876,13.23,12.09,11.71,11.67,0.019,-0.13,Finder,P
  HAT-P-18 b,2018/03/07 11:05,2018/03/07 12:51,2018/03/07 12:26,2018/03/07 15:09,5.5, N/A SUN,0.155,0.327,12.76,10.82,10.34,10.23,0.0186,-----,Finder,P
  HAT-P-44 b,2018/03/05 09:46,2018/03/05 12:54,2018/03/05 11:20,2018/03/05 14:27,15.8, N/A SUN,0.5,0.5,13.21,11.73,11.36,11.28,0.018,-0.01,Finder,P
    WASP-2 b,2018/03/06 12:13,2018/03/06 12:52,2018/03/06 12:23,2018/03/06 14:09,4.1, OBJ SUN,0.281,0.186,11.88,10.17,9.75,9.63,0.018,1.02,Finder,P
    HATS-2 b,2018/03/07 06:01,2018/03/07 10:09,2018/03/07 07:03,2018/03/07 09:07,2.4, N/A N/A,1,1,13.56,11.91,11.47,11.39,0.0178,0.02,Finder,P
Kepler-488 b,2018/03/09 08:42,2018/03/09 12:16,2018/03/09 09:00,2018/03/09 11:10,0.6, OBJ N/A,1,0.816,-----,13.72,13.4,13.41,0.0178,-----,Finder,P
 WASP-77 A b,2018/03/09 02:18,2018/03/09 02:54,2018/03/09 00:58,2018/03/09 03:07,4.9, SUN OBJ,0.276,0.138,10.29,8.77,8.37,8.4,0.0169,0.78,Finder,P
   WASP-84 b,2018/03/09 05:21,2018/03/09 09:34,2018/03/09 06:44,2018/03/09 09:29,2.3, N/A OBJ,1,0.765,10.83,9.35,8.96,8.86,0.0168,0.81,Finder,P
    HATS-1 b,2018/03/10 09:40,2018/03/10 10:58,2018/03/10 10:52,2018/03/10 13:17,5, N/A OBJ,0.04,0.27,12.05,10.92,10.63,10.58,0.0166,0.69,Finder,P
   WASP-55 b,2018/03/07 10:54,2018/03/07 12:51,2018/03/07 12:40,2018/03/07 16:11,3.2, N/A SUN,0.055,0.277,11.75,10.78,10.44,10.4,0.0158,0.94,Finder,P
Kepler-723 b,2018/03/09 09:00,2018/03/09 10:45,2018/03/09 05:53,2018/03/09 09:08,0.3, OBJ N/A,0.038,0.269,-----,13.95,13.59,13.5,0.0156,-----,Finder,P
   WASP-64 b,2018/03/04 02:15,2018/03/04 05:21,2018/03/04 03:03,2018/03/04 05:27,3.6, SUN OBJ,0.962,0.647,12.29,11.37,11.08,10.96,0.0152,-----,Finder,P
  WASP-104 b,2018/03/05 02:28,2018/03/05 03:45,2018/03/05 01:07,2018/03/05 02:52,3.9, OBJ N/A,0.231,0.366,-----,10.36,9.98,9.88,0.0147,-----,Finder,P
Kepler-485 b,2018/03/06 09:36,2018/03/06 12:52,2018/03/06 10:05,2018/03/06 13:07,0.3, OBJ SUN,0.919,0.541,-----,13.78,13.48,13.43,0.0147,-----,Finder,P
  WASP-104 b,2018/03/10 06:37,2018/03/10 10:09,2018/03/10 07:30,2018/03/10 09:16,4, N/A N/A,1,1,-----,10.36,9.98,9.88,0.0147,-----,Finder,P
Kepler-686 b,2018/03/04 09:36,2018/03/04 12:55,2018/03/04 10:27,2018/03/04 12:25,0.3, OBJ SUN,1,0.847,-----,14.35,13.94,13.92,0.0146,-----,Finder,P
Kepler-854 b,2018/03/06 09:50,2018/03/06 12:52,2018/03/06 08:28,2018/03/06 12:22,1.5, OBJ SUN,0.65,0.39,-----,12.38,12.11,12.05,0.0146,-----,Finder,P
Kepler-854 b,2018/03/08 09:59,2018/03/08 12:50,2018/03/08 11:56,2018/03/08 15:51,1.5, N/A SUN,0.229,0.365,-----,12.38,12.11,12.05,0.0146,-----,Finder,P
  HAT-P-27 b,2018/03/05 11:14,2018/03/05 12:54,2018/03/05 12:05,2018/03/05 13:46,7.2, N/A SUN,0.485,0.492,12.2,10.63,10.25,10.11,0.0143,0.99,Finder,P
  HAT-P-36 b,2018/03/05 02:51,2018/03/05 07:07,2018/03/05 03:48,2018/03/05 06:01,8.5, OBJ N/A,1,0.965,12.26,11.05,10.72,10.6,0.0141,0.82,Finder,P
  HAT-P-36 b,2018/03/06 10:33,2018/03/06 12:52,2018/03/06 11:39,2018/03/06 13:52,8.5, N/A SUN,0.551,0.525,12.26,11.05,10.72,10.6,0.0141,0.82,Finder,P
  HAT-P-36 b,2018/03/09 02:35,2018/03/09 06:41,2018/03/09 03:22,2018/03/09 05:35,8.5, OBJ N/A,1,0.927,12.26,11.05,10.72,10.6,0.0141,0.82,Finder,P
  HAT-P-36 b,2018/03/10 10:07,2018/03/10 12:48,2018/03/10 11:13,2018/03/10 13:26,8.5, N/A SUN,0.709,0.605,12.26,11.05,10.72,10.6,0.0141,0.82,Finder,P
   WASP-12 b,2018/03/04 02:15,2018/03/04 05:34,2018/03/04 01:10,2018/03/04 04:06,1.6, SUN N/A,0.634,0.567,11.69,10.48,10.23,10.19,0.0138,0.42,Finder,P
   WASP-12 b,2018/03/05 02:15,2018/03/05 07:46,2018/03/05 03:22,2018/03/05 06:18,1.6, SUN N/A,1,0.94,11.69,10.48,10.23,10.19,0.0138,0.42,Finder,P
   WASP-12 b,2018/03/06 04:06,2018/03/06 08:37,2018/03/06 05:34,2018/03/06 08:30,1.6, N/A OBJ,1,0.77,11.69,10.48,10.23,10.19,0.0138,0.42,Finder,P
   WASP-12 b,2018/03/07 06:18,2018/03/07 08:33,2018/03/07 07:46,2018/03/07 10:41,1.6, N/A OBJ,0.268,0.384,11.69,10.48,10.23,10.19,0.0138,0.42,Finder,P
 Kepler-12 b,2018/03/08 08:54,2018/03/08 12:50,2018/03/08 10:20,2018/03/08 15:02,0.2, OBJ SUN,0.532,0.419,13.8,12.41,12.11,12.07,0.0138,0.16,Finder,P
  HAT-P-23 b,2018/03/06 11:42,2018/03/06 12:52,2018/03/06 12:21,2018/03/06 14:32,7.9, OBJ SUN,0.242,0.268,11.94,11.1,10.85,10.79,0.0137,1.11,Finder,P
Kepler-718 b,2018/03/04 10:22,2018/03/04 12:55,2018/03/04 10:32,2018/03/04 12:37,0.3, OBJ SUN,1,0.613,-----,14.01,13.68,13.6,0.0136,-----,Finder,P
Kepler-718 b,2018/03/06 10:45,2018/03/06 12:52,2018/03/06 11:47,2018/03/06 13:52,0.3, N/A SUN,0.521,0.511,-----,14.01,13.68,13.6,0.0136,-----,Finder,P
  HAT-P-30 b,2018/03/05 03:34,2018/03/05 07:49,2018/03/05 04:38,2018/03/05 06:46,7, N/A N/A,1,1,10.42,9.44,9.22,9.15,0.0129,0.45,Finder,P
   WASP-57 b,2018/03/07 08:15,2018/03/07 12:51,2018/03/07 09:24,2018/03/07 11:42,2.5, N/A SUN,1,1,13.04,11.62,11.29,11.24,0.0127,0.56,Finder,P
   WASP-57 b,2018/03/10 06:45,2018/03/10 08:59,2018/03/10 05:32,2018/03/10 07:50,2.5, OBJ N/A,0.47,0.485,13.04,11.62,11.29,11.24,0.0127,0.56,Finder,P
   WASP-34 b,2018/03/06 04:28,2018/03/06 07:31,2018/03/06 04:22,2018/03/06 06:28,5.4, OBJ N/A,0.952,0.726,10.28,9.17,8.84,8.79,0.0126,0.77,Finder,P
Kepler-762 b,2018/03/06 09:30,2018/03/06 12:52,2018/03/06 08:34,2018/03/06 12:24,1.1, OBJ SUN,0.757,0.44,-----,14.28,13.96,13.97,0.0118,-----,Finder,P
  HAT-P-16 b,2018/03/09 02:18,2018/03/09 03:04,2018/03/09 01:47,2018/03/09 04:50,4.9, SUN OBJ,0.25,0.125,10.81,9.85,9.62,9.6,0.0115,0.47,Finder,P
  CoRoT-11 b,2018/03/04 10:34,2018/03/04 11:56,2018/03/04 08:11,2018/03/04 10:41,19, OBJ N/A,0.047,0.274,12.8,11.59,11.42,11.25,0.0114,0.93,Finder,P
   WASP-33 b,2018/03/05 02:15,2018/03/05 04:56,2018/03/05 03:22,2018/03/05 06:03,2.2, SUN OBJ,0.585,0.497,8.3,7.58,7.52,7.47,0.0114,0.09,Finder,P
  CoRoT-11 b,2018/03/07 10:22,2018/03/07 11:48,2018/03/07 08:03,2018/03/07 10:33,19, OBJ N/A,0.069,0.285,12.8,11.59,11.42,11.25,0.0114,0.93,Finder,P
   WASP-33 b,2018/03/10 02:19,2018/03/10 04:31,2018/03/10 00:29,2018/03/10 03:10,2.2, SUN N/A,0.317,0.408,8.3,7.58,7.52,7.47,0.0114,0.09,Finder,P
  CoRoT-11 b,2018/03/10 10:11,2018/03/10 11:39,2018/03/10 07:54,2018/03/10 10:24,19, OBJ N/A,0.091,0.296,12.8,11.59,11.42,11.25,0.0114,0.93,Finder,P
Kepler-412 b,2018/03/06 10:42,2018/03/06 12:52,2018/03/06 11:44,2018/03/06 13:48,0.1, N/A SUN,0.551,0.526,13.73,13.19,12.93,13.84,0.0112,-----,Finder,P
  HAT-P-33 b,2018/03/08 03:32,2018/03/08 09:40,2018/03/08 05:45,2018/03/08 10:09,1.3, N/A OBJ,0.89,0.695,11.03,10.26,10.06,10,0.0112,0.63,Finder,P
      XO-2 b,2018/03/09 02:18,2018/03/09 05:46,2018/03/09 01:45,2018/03/09 04:25,11.1, SUN N/A,0.79,0.645,11.18,9.74,9.34,9.31,0.0108,0.82,Finder,P
  HAT-P-41 b,2018/03/09 11:24,2018/03/09 12:49,2018/03/09 12:01,2018/03/09 16:06,7, OBJ SUN,0.195,0.173,11.36,10.01,9.78,9.73,0.0106,0.29,Finder,P
   WASP-83 b,2018/03/08 05:37,2018/03/08 11:14,2018/03/08 06:11,2018/03/08 09:33,9.8, OBJ N/A,1,0.833,12.9,10.8,10.47,10.39,0.0104,-----,Finder,P
    WASP-3 b,2018/03/05 09:14,2018/03/05 11:51,2018/03/05 07:39,2018/03/05 10:27,5.6, OBJ N/A,0.434,0.467,10.64,9.6,9.41,9.36,0.0103,0.37,Finder,P
      XO-5 b,2018/03/10 02:19,2018/03/10 06:15,2018/03/10 01:52,2018/03/10 04:48,2.2, SUN N/A,0.844,0.672,12.13,10.77,10.44,10.35,0.0103,0.84,Finder,P
   WASP-56 b,2018/03/09 10:36,2018/03/09 12:49,2018/03/09 12:23,2018/03/09 15:57,2.7, N/A SUN,0.12,0.31,11.48,10.87,10.6,10.53,0.0102,1.26,Finder,P
   WASP-24 b,2018/03/08 06:55,2018/03/08 10:27,2018/03/08 06:25,2018/03/08 09:06,3.8, OBJ N/A,0.817,0.658,11.31,10.46,10.22,10.15,0.0101,0.78,Finder,P
  HAT-P-39 b,2018/03/08 02:18,2018/03/08 06:36,2018/03/08 00:19,2018/03/08 04:30,6.1, SUN N/A,0.528,0.514,12.42,11.42,11.18,11.16,0.0099,-----,Finder,P
 Kepler-15 b,2018/03/09 11:02,2018/03/09 12:49,2018/03/09 12:29,2018/03/09 15:23,1.2, N/A SUN,0.114,0.307,-----,12.58,12.28,12.22,0.0099,-----,Finder,P
 Kepler-77 b,2018/03/10 09:16,2018/03/10 12:48,2018/03/10 08:55,2018/03/10 11:51,0.3, OBJ SUN,0.882,0.601,-----,12.76,12.44,12.36,0.0098,-----,Finder,P
   WASP-15 b,2018/03/05 08:21,2018/03/05 12:33,2018/03/05 09:08,2018/03/05 12:51,13.8, OBJ OBJ,0.923,0.566,11,9.96,9.71,9.69,0.0097,0.37,Finder,P
   WASP-74 b,2018/03/07 12:16,2018/03/07 12:51,2018/03/07 11:32,2018/03/07 13:50,1.2, OBJ SUN,0.259,0.129,9.7,8.55,8.29,8.22,0.0096,-----,Finder,P
  HAT-P-21 b,2018/03/07 02:17,2018/03/07 06:49,2018/03/07 01:19,2018/03/07 04:59,7.9, SUN N/A,0.736,0.618,11.69,10.5,10.15,10.11,0.009,1.1,Finder,P
Kepler-490 b,2018/03/09 09:34,2018/03/09 12:33,2018/03/09 07:22,2018/03/09 10:49,0.3, OBJ N/A,0.36,0.43,-----,13.82,13.5,13.47,0.009,-----,Finder,P
   WASP-61 b,2018/03/07 02:17,2018/03/07 04:16,2018/03/07 01:16,2018/03/07 05:13,2.6, SUN OBJ,0.504,0.252,12.49,11.22,11.03,11.01,0.0088,0.34,Finder,P
   WASP-13 b,2018/03/05 07:03,2018/03/05 11:39,2018/03/05 09:05,2018/03/05 13:08,3.3, N/A OBJ,0.635,0.567,10.42,9.44,9.18,9.12,0.0084,0.89,Finder,P
    KELT-7 b,2018/03/07 03:29,2018/03/07 07:24,2018/03/07 05:14,2018/03/07 08:45,4.7, N/A OBJ,0.617,0.559,8.54,7.74,7.58,7.54,0.0083,-----,Finder,P
    KELT-7 b,2018/03/10 02:19,2018/03/10 04:09,2018/03/09 22:53,2018/03/10 02:23,4.7, SUN N/A,0.02,0.26,8.54,7.74,7.58,7.54,0.0083,-----,Finder,P
    KOI-13 b,2018/03/10 08:59,2018/03/10 12:48,2018/03/10 10:06,2018/03/10 13:19,2.1, OBJ SUN,0.839,0.596,9.95,9.47,9.46,9.43,0.0082,0.21,Finder,P
Kepler-493 b,2018/03/04 10:17,2018/03/04 11:54,2018/03/04 07:01,2018/03/04 10:17,1.6, OBJ N/A,0,0.25,-----,13.96,13.7,13.73,0.008,-----,Finder,P
Kepler-493 b,2018/03/07 10:05,2018/03/07 12:00,2018/03/07 07:07,2018/03/07 10:22,1.6, OBJ N/A,0.088,0.294,-----,13.96,13.7,13.73,0.008,-----,Finder,P
Kepler-493 b,2018/03/10 09:53,2018/03/10 12:05,2018/03/10 07:12,2018/03/10 10:27,1.6, OBJ N/A,0.176,0.338,-----,13.96,13.7,13.73,0.008,-----,Finder,P
      XO-4 b,2018/03/04 07:40,2018/03/04 10:57,2018/03/04 09:53,2018/03/04 14:19,5.2, N/A OBJ,0.242,0.371,10.78,9.67,9.48,9.41,0.0078,0.35,Finder,P
Kepler-685 b,2018/03/07 10:00,2018/03/07 12:51,2018/03/07 10:13,2018/03/07 12:36,0.4, OBJ SUN,1,0.597,-----,13.66,13.36,13.31,0.0071,-----,Finder,P
Kepler-730 b,2018/03/04 09:20,2018/03/04 12:55,2018/03/04 11:27,2018/03/04 15:46,1.2, OBJ SUN,0.339,0.414,-----,14.47,14.18,14.1,0.007,-----,Finder,P
Kepler-434 b,2018/03/05 11:34,2018/03/05 12:54,2018/03/05 12:43,2018/03/05 15:00,1.9, N/A SUN,0.081,0.291,-----,13.4,13.04,13.04,0.007,-----,Finder,P
   WASP-38 b,2018/03/10 07:34,2018/03/10 10:42,2018/03/10 03:36,2018/03/10 08:20,6.1, OBJ N/A,0.16,0.33,9.48,8.29,8.11,8,0.0069,0.48,Finder,P
   WASP-78 b,2018/03/06 02:16,2018/03/06 03:55,2018/03/06 02:22,2018/03/06 07:03,7.4, SUN OBJ,0.331,0.175,11.96,11.29,11.08,11.01,0.0065,0.69,Finder,P
  HAT-P-14 b,2018/03/06 11:32,2018/03/06 12:52,2018/03/06 12:37,2018/03/06 14:49,5.2, N/A SUN,0.116,0.308,9.98,9.09,8.93,8.85,0.0065,0.42,Finder,P
Kepler-719 b,2018/03/08 09:49,2018/03/08 12:50,2018/03/08 11:51,2018/03/08 16:04,1.2, OBJ SUN,0.233,0.358,-----,14.57,14.21,14.13,0.0064,-----,Finder,P
Kepler-491 b,2018/03/04 09:35,2018/03/04 11:19,2018/03/04 07:05,2018/03/04 09:54,0.3, OBJ N/A,0.112,0.306,-----,12.75,12.43,12.35,0.0063,-----,Finder,P
   WASP-82 b,2018/03/07 02:17,2018/03/07 05:49,2018/03/07 00:26,2018/03/07 05:25,2.3, SUN OBJ,0.63,0.353,10.1,9.05,8.87,8.76,0.0063,-----,Finder,P
Kepler-491 b,2018/03/08 11:05,2018/03/08 12:50,2018/03/08 12:29,2018/03/08 15:19,0.3, N/A SUN,0.122,0.311,-----,12.75,12.43,12.35,0.0063,-----,Finder,P
   GJ 3470 b,2018/03/08 07:23,2018/03/08 09:25,2018/03/08 08:21,2018/03/08 10:16,1.6, N/A OBJ,0.561,0.53,12.33,8.79,8.21,7.99,0.0057,1.17,Finder,P
    HATS-9 b,2018/03/09 12:18,2018/03/09 12:49,2018/03/09 11:22,2018/03/09 14:52,8.2, OBJ SUN,0.145,0.073,13.28,11.88,11.56,11.48,0.0053,0.8,Finder,P
  KELT-2 A b,2018/03/06 02:16,2018/03/06 08:20,2018/03/06 02:22,2018/03/06 07:32,7.8, SUN OBJ,1,0.586,8.71,7.67,7.42,7.35,0.0052,0.52,Finder,P
  KELT-2 A b,2018/03/10 02:31,2018/03/10 08:04,2018/03/10 05:06,2018/03/10 10:17,7.8, N/A OBJ,0.573,0.536,8.71,7.67,7.42,7.35,0.0052,0.52,Finder,P
Kepler-445 b,2018/03/05 11:49,2018/03/05 12:54,2018/03/05 12:20,2018/03/05 13:22,17.7, N/A SUN,0.546,0.523,-----,13.54,12.93,12.61,0.0046,-----,Finder,P
Kepler-445 b,2018/03/08 11:26,2018/03/08 12:50,2018/03/08 11:57,2018/03/08 12:59,17.7, N/A SUN,0.86,0.68,-----,13.54,12.93,12.61,0.0046,-----,Finder,P
   WASP-71 b,2018/03/09 02:18,2018/03/09 02:45,2018/03/09 01:06,2018/03/09 06:08,8.3, SUN OBJ,0.088,0.044,10.56,9.64,9.42,9.32,0.0044,0.79,Finder,P
Kepler-435 b,2018/03/06 09:46,2018/03/06 12:52,2018/03/06 09:54,2018/03/06 18:54,1.1, OBJ SUN,0.331,0.173,13.91,12.59,12.34,12.29,0.0041,-----,Finder,P
Kepler-703 b,2018/03/06 10:17,2018/03/06 12:52,2018/03/06 09:11,2018/03/06 11:54,1.8, OBJ SUN,0.597,0.477,-----,13.98,13.64,13.62,0.0035,-----,Finder,P
Kepler-495 b,2018/03/06 09:31,2018/03/06 12:52,2018/03/06 09:11,2018/03/06 11:47,0.8, OBJ SUN,0.872,0.645,-----,13.31,12.86,12.81,0.0034,-----,Finder,P
Kepler-446 b,2018/03/08 10:24,2018/03/08 11:41,2018/03/08 10:43,2018/03/08 11:22,10.2, N/A N/A,1,1,-----,13.59,13.07,12.82,0.0033,-----,Finder,P
 Kepler-14 b,2018/03/05 09:20,2018/03/05 12:54,2018/03/05 04:29,2018/03/05 10:42,2.9, OBJ SUN,0.219,0.286,12,11.2,11.07,10.99,0.0032,0.24,Finder,P
Kepler-546 b,2018/03/06 11:17,2018/03/06 12:52,2018/03/06 12:44,2018/03/06 15:38,1, N/A SUN,0.048,0.274,-----,13.07,12.78,12.78,0.0032,-----,Finder,P
Kepler-503 b,2018/03/09 09:39,2018/03/09 12:49,2018/03/09 05:14,2018/03/09 10:59,1.9, OBJ SUN,0.233,0.276,-----,13.46,13.14,13.04,0.0032,-----,Finder,P
 HD 149026 b,2018/03/06 07:20,2018/03/06 12:52,2018/03/06 08:57,2018/03/06 12:11,4.7, N/A SUN,1,0.856,8.16,7.12,6.9,6.82,0.0029,0.61,Finder,P
Kepler-562 b,2018/03/07 09:25,2018/03/07 12:51,2018/03/07 11:27,2018/03/07 16:26,2.6, OBJ SUN,0.281,0.346,-----,13.58,13.21,13.12,0.0029,-----,Finder,P
 HD 149026 b,2018/03/09 06:48,2018/03/09 10:50,2018/03/09 05:58,2018/03/09 09:12,4.7, OBJ N/A,0.741,0.621,8.16,7.12,6.9,6.82,0.0029,0.61,Finder,P
Kepler-678 b,2018/03/04 09:45,2018/03/04 12:55,2018/03/04 12:44,2018/03/04 20:15,2.8, OBJ SUN,0.025,0.21,-----,13.73,13.4,13.26,0.0027,-----,Finder,P
Kepler-696 b,2018/03/07 09:52,2018/03/07 12:51,2018/03/07 09:59,2018/03/07 12:49,1.8, OBJ SUN,1,0.526,-----,14.07,13.77,13.62,0.0027,-----,Finder,P
Kepler-505 b,2018/03/10 09:14,2018/03/10 12:31,2018/03/10 06:25,2018/03/10 10:29,5.6, OBJ N/A,0.308,0.404,-----,12.91,12.24,12.08,0.002,-----,Finder,P
Kepler-554 b,2018/03/04 10:47,2018/03/04 12:55,2018/03/04 11:53,2018/03/04 14:06,1, N/A SUN,0.466,0.483,-----,13.04,12.65,12.62,0.0019,-----,Finder,P
Kepler-554 b,2018/03/06 09:38,2018/03/06 12:51,2018/03/06 09:32,2018/03/06 11:45,1, OBJ N/A,0.954,0.727,-----,13.04,12.65,12.62,0.0019,-----,Finder,P
Kepler-533 b,2018/03/07 10:01,2018/03/07 12:51,2018/03/07 12:19,2018/03/07 16:54,3.8, N/A SUN,0.118,0.309,-----,12.34,11.78,11.68,0.0019,-----,Finder,P
Kepler-1350 b, 2018/03/09 09:13, 2018/03/09 12:47, 2018/03/09 10:07, 2018/03/09 11:5,4     13.,9 N/A N/A,1,1, ----,- 13.99,13.34,13.12,0.0019, -----, Finder, P
Kepler-595 b,2018/03/06 09:33,2018/03/06 12:52,2018/03/06 07:58,2018/03/06 12:29,5.6, OBJ SUN,0.649,0.367,-----,13.34,12.94,12.86,0.0018,-----,Finder,P
 Kepler-94 b,2018/03/08 08:42,2018/03/08 09:46,2018/03/08 07:23,2018/03/08 08:59,0, OBJ N/A,0.177,0.338,-----,11.18,10.68,10.59,0.0018,-----,Finder,P
Kepler-1321 c, 2018/03/08 09:37, 2018/03/08 10:53, 2018/03/08 08:18, 2018/03/08 10:0,2     11.,5 OBJ N/A,0.236,0.368, ----,- 14.83,14.22,13.88,0.0018, -----, Finder, P
Kepler-697 b,2018/03/10 10:17,2018/03/10 12:48,2018/03/10 11:50,2018/03/10 14:55,3.9, N/A SUN,0.313,0.406,-----,14.31,13.93,13.79,0.0018,-----,Finder,P
Kepler-661 b,2018/03/04 11:30,2018/03/04 12:55,2018/03/04 12:17,2018/03/04 13:52,4.2, N/A SUN,0.394,0.447,-----,14,13.37,13.23,0.0017,-----,Finder,P
Kepler-691 b,2018/03/04 11:14,2018/03/04 12:55,2018/03/04 12:22,2018/03/04 14:37,6.5, N/A SUN,0.245,0.372,-----,13.4,12.72,12.49,0.0014,-----,Finder,P
Kepler-472 b,2018/03/08 10:05,2018/03/08 12:50,2018/03/08 09:46,2018/03/08 13:28,2.1, OBJ SUN,0.745,0.372,-----,12.06,11.56,11.46,0.0014,-----,Finder,P
Kepler-580 b,2018/03/10 10:05,2018/03/10 12:48,2018/03/10 11:26,2018/03/10 14:08,5.6, N/A SUN,0.504,0.502,-----,13.09,12.44,12.31,0.0014,-----,Finder,P
Kepler-729 b,2018/03/05 09:20,2018/03/05 12:54,2018/03/05 10:00,2018/03/05 13:18,3.6, OBJ SUN,0.875,0.539,-----,14.47,14.03,14.09,0.0013,-----,Finder,P
Kepler-709 b,2018/03/04 10:16,2018/03/04 12:55,2018/03/04 12:03,2018/03/04 15:37,7.7, N/A SUN,0.244,0.372,-----,13.75,13.28,13.14,0.0012,-----,Finder,P
Kepler-1086 b, 2018/03/05 09:54, 2018/03/05 12:54, 2018/03/05 10:11, 2018/03/05 13:2,5     13.,4 OBJ SUN,0.836,0.462, ----,- 13.69,13.07,12.94,0.0012, -----, Finder, P
Kepler-656 b,2018/03/05 11:10,2018/03/05 12:54,2018/03/05 12:06,2018/03/05 13:58,2.5, N/A SUN,0.424,0.462,-----,14.05,13.62,13.5,0.0012,-----,Finder,P
