Planet Name,    UT Start,    UT Stop, UT 1st Contact, UT 4th Contact, Err(min), Reason,Frac1,Frac2,V mag, J mag,H mag,K mag,Depth, B-V,Chart,Type
Kepler-1161 b, 2018/03/06 10:07, 2018/03/06 12:52, 2018/03/06 08:50, 2018/03/06 11:3,3     17.,3 OBJ SUN,0.531,0.508, ----,- 13.88,13.26,13.14,0.0012, -----, Finder, P
Kepler-735 b,2018/03/08 11:05,2018/03/08 12:50,2018/03/08 12:06,2018/03/08 14:07,6.2, N/A SUN,0.365,0.433,-----,13.94,13.5,13.45,0.0012,-----,Finder,P
Kepler-739 b,2018/03/09 09:16,2018/03/09 12:49,2018/03/09 10:24,2018/03/09 14:24,8.6, OBJ SUN,0.604,0.443,-----,14.27,13.88,13.85,0.0012,-----,Finder,P
Kepler-103 c,2018/03/04 09:48,2018/03/04 12:55,2018/03/04 00:53,2018/03/04 10:11,0, OBJ SUN,0.041,0.167,11.88,11.19,10.94,10.87,0.0011,0.8,Finder,P
Kepler-599 b,2018/03/04 09:34,2018/03/04 12:55,2018/03/04 06:59,2018/03/04 11:06,9.5, OBJ SUN,0.374,0.408,-----,13.51,13.03,12.97,0.0011,-----,Finder,P
Kepler-715 b,2018/03/04 09:19,2018/03/04 12:55,2018/03/04 10:20,2018/03/04 15:33,9.1, OBJ SUN,0.494,0.345,-----,13.98,13.65,13.59,0.0011,-----,Finder,P
Kepler-728 b,2018/03/06 09:36,2018/03/06 12:52,2018/03/06 11:16,2018/03/06 14:44,5.9, OBJ SUN,0.464,0.475,-----,14.38,13.99,13.94,0.0011,-----,Finder,P
Kepler-543 b,2018/03/07 09:33,2018/03/07 12:51,2018/03/07 09:43,2018/03/07 13:17,3.7, OBJ SUN,0.881,0.465,-----,11.73,11.21,11.09,0.0011,-----,Finder,P
Kepler-660 b,2018/03/09 11:02,2018/03/09 12:49,2018/03/09 12:41,2018/03/09 15:59,6, N/A SUN,0.042,0.271,-----,13.67,13.12,13.03,0.0011,-----,Finder,P
Kepler-721 b,2018/03/08 09:33,2018/03/08 12:50,2018/03/08 11:03,2018/03/08 14:02,5.9, N/A SUN,0.601,0.55,-----,14.19,13.74,13.63,0.001,-----,Finder,P
Kepler-657 b,2018/03/09 09:18,2018/03/09 12:49,2018/03/09 09:08,2018/03/09 16:26,12.3, OBJ SUN,0.481,0.24,-----,14.13,13.81,13.76,0.001,-----,Finder,P
Kepler-621 b,2018/03/10 10:01,2018/03/10 12:48,2018/03/10 10:57,2018/03/10 12:48,3.2, N/A SUN,0.997,0.749,-----,13.15,12.53,12.41,0.001,-----,Finder,P
Kepler-913 b,2018/03/10 11:02,2018/03/10 12:48,2018/03/10 12:24,2018/03/10 15:07,16.1, N/A SUN,0.147,0.324,-----,14.36,13.52,13.48,0.001,-----,Finder,P
Kepler-701 b,2018/03/05 09:41,2018/03/05 12:54,2018/03/05 10:53,2018/03/05 14:18,9.4, OBJ SUN,0.588,0.47,-----,13.66,13.28,13.14,0.0009,-----,Finder,P
Kepler-675 b,2018/03/08 10:22,2018/03/08 12:50,2018/03/08 11:22,2018/03/08 13:23,4.2, N/A SUN,0.727,0.614,-----,13.81,13.3,13.2,0.0009,-----,Finder,P
Kepler-894 b,2018/03/09 09:09,2018/03/09 12:49,2018/03/09 09:02,2018/03/09 13:31,13.7, OBJ SUN,0.814,0.407,-----,14.33,13.91,13.84,0.0009,-----,Finder,P
Kepler-1350 c, 2018/03/09 09:13, 2018/03/09 11:54, 2018/03/09 09:53, 2018/03/09 11:1,4     19.,9 N/A N/A,1,1, ----,- 13.99,13.34,13.12,0.0009, -----, Finder, P
Kepler-648 b,2018/03/10 08:52,2018/03/10 12:48,2018/03/10 07:05,2018/03/10 12:07,5.6, OBJ SUN,0.647,0.391,-----,12.8,12.52,12.44,0.0009,-----,Finder,P
Kepler-863 b,2018/03/05 10:11,2018/03/05 12:54,2018/03/05 10:50,2018/03/05 15:56,13.1, OBJ SUN,0.404,0.267,-----,14.21,13.83,13.71,0.0008,-----,Finder,P
Kepler-727 b,2018/03/07 09:47,2018/03/07 12:51,2018/03/07 09:31,2018/03/07 12:24,7.9, OBJ SUN,0.909,0.532,-----,13.99,13.59,13.43,0.0008,-----,Finder,P
Kepler-860 b,2018/03/07 09:46,2018/03/07 12:51,2018/03/07 10:32,2018/03/07 13:07,7.8, OBJ SUN,0.898,0.594,-----,14.13,13.84,13.75,0.0008,-----,Finder,P
Kepler-893 b,2018/03/08 09:07,2018/03/08 12:50,2018/03/08 10:06,2018/03/08 13:23,9.5, OBJ SUN,0.834,0.567,-----,14.13,13.74,13.74,0.0008,-----,Finder,P
Kepler-585 b,2018/03/08 09:36,2018/03/08 12:50,2018/03/08 10:40,2018/03/08 12:47,2.4, N/A SUN,1,0.764,-----,12.81,12.46,12.4,0.0008,-----,Finder,P
Kepler-1042 b, 2018/03/10 09:24, 2018/03/10 12:37, 2018/03/10 07:54, 2018/03/10 11:0,3     14.,4 OBJ N/A,0.524,0.512, ----,- 14.02,13.44,13.37,0.0008, -----, Finder, P
Kepler-619 b,2018/03/05 09:29,2018/03/05 12:03,2018/03/05 08:20,2018/03/05 10:48,4.8, OBJ N/A,0.532,0.516,-----,13.58,13.26,13.29,0.0007,-----,Finder,P
Kepler-571 b,2018/03/05 09:09,2018/03/05 12:54,2018/03/05 08:51,2018/03/05 11:51,5.3, OBJ SUN,0.899,0.624,-----,13.41,13.05,12.99,0.0007,-----,Finder,P
Kepler-191 d,2018/03/06 11:07,2018/03/06 12:52,2018/03/06 12:25,2018/03/06 14:59,6.1, N/A SUN,0.181,0.34,-----,13.42,12.96,12.88,0.0007,-----,Finder,P
Kepler-461 b,2018/03/07 09:33,2018/03/07 11:35,2018/03/07 07:06,2018/03/07 10:05,4.4, OBJ N/A,0.176,0.338,-----,12.25,11.97,11.92,0.0007,-----,Finder,P
Kepler-994 b,2018/03/07 09:17,2018/03/07 10:39,2018/03/07 08:52,2018/03/07 10:03,2.4, OBJ N/A,0.643,0.571,-----,12.26,11.61,11.45,0.0007,-----,Finder,P
Kepler-753 b,2018/03/07 10:47,2018/03/07 12:51,2018/03/07 11:41,2018/03/07 13:31,7, N/A SUN,0.639,0.569,-----,12.61,11.97,11.88,0.0007,-----,Finder,P
Kepler-968 b,2018/03/08 10:44,2018/03/08 12:50,2018/03/08 11:35,2018/03/08 13:19,4.7, N/A SUN,0.72,0.61,-----,12.52,11.97,11.83,0.0007,-----,Finder,P
Kepler-994 b,2018/03/08 11:54,2018/03/08 12:50,2018/03/08 12:29,2018/03/08 13:41,2.4, N/A SUN,0.29,0.395,-----,12.26,11.61,11.45,0.0007,-----,Finder,P
Kepler-612 b,2018/03/09 10:07,2018/03/09 12:49,2018/03/09 11:07,2018/03/09 13:06,4.8, N/A SUN,0.857,0.678,-----,13.66,13.31,13.26,0.0007,-----,Finder,P
Kepler-694 b,2018/03/09 10:23,2018/03/09 12:49,2018/03/09 11:52,2018/03/09 14:51,6, N/A SUN,0.317,0.408,-----,13.88,13.52,13.49,0.0007,-----,Finder,P
Kepler-674 b,2018/03/09 11:53,2018/03/09 12:49,2018/03/09 12:24,2018/03/09 13:25,5.7, N/A SUN,0.407,0.453,-----,13.21,12.52,12.39,0.0007,-----,Finder,P
Kepler-844 b,2018/03/10 09:17,2018/03/10 12:48,2018/03/10 10:15,2018/03/10 12:10,11.5, N/A SUN,1,0.911,-----,13.8,13.19,13.06,0.0007,-----,Finder,P
Kepler-717 b,2018/03/10 09:32,2018/03/10 12:48,2018/03/10 10:51,2018/03/10 15:47,16.1, OBJ SUN,0.395,0.33,-----,14.43,13.97,14,0.0007,-----,Finder,P
 Kepler-69 b,2018/03/04 09:53,2018/03/04 12:55,2018/03/04 06:24,2018/03/04 11:22,12.2, OBJ SUN,0.299,0.304,14,12.63,12.28,12.23,0.0006,-----,Finder,P
Kepler-658 b,2018/03/04 09:04,2018/03/04 10:59,2018/03/04 08:43,2018/03/04 10:14,4.4, OBJ N/A,0.768,0.634,-----,13.44,12.73,12.63,0.0006,-----,Finder,P
Kepler-845 b,2018/03/04 09:31,2018/03/04 12:01,2018/03/04 09:52,2018/03/04 11:18,2.8, OBJ N/A,1,0.868,-----,13.09,12.57,12.52,0.0006,-----,Finder,P
Kepler-617 b,2018/03/04 12:13,2018/03/04 12:55,2018/03/04 12:54,2018/03/04 14:17,3.1, N/A SUN,0.009,0.255,-----,12.44,11.8,11.57,0.0006,-----,Finder,P
Kepler-845 b,2018/03/05 09:27,2018/03/05 10:17,2018/03/05 08:08,2018/03/05 09:34,2.8, OBJ N/A,0.079,0.289,-----,13.09,12.57,12.52,0.0006,-----,Finder,P
Kepler-877 b,2018/03/05 09:31,2018/03/05 12:54,2018/03/05 08:54,2018/03/05 12:12,12.4, OBJ SUN,0.813,0.511,-----,13.17,12.74,12.65,0.0006,-----,Finder,P
Kepler-499 b,2018/03/05 09:59,2018/03/05 12:54,2018/03/05 10:45,2018/03/05 12:54,4.9, OBJ SUN,0.996,0.676,-----,12.95,12.51,12.4,0.0006,-----,Finder,P
Kepler-902 b,2018/03/06 09:25,2018/03/06 12:52,2018/03/06 06:24,2018/03/06 11:35,18.5, OBJ SUN,0.419,0.333,-----,13.66,13.33,13.26,0.0006,-----,Finder,P
Kepler-1032 b, 2018/03/06 09:44, 2018/03/06 10:59, 2018/03/06 08:40, 2018/03/06 10:1,3      7.,4 OBJ N/A,0.307,0.403, ----,- 13.93,13.36,13.3,0.0006, -----, Finder, P
Kepler-603 b,2018/03/06 09:56,2018/03/06 12:52,2018/03/06 08:47,2018/03/06 16:00,19.7, OBJ SUN,0.408,0.204,-----,13.6,13.28,13.21,0.0006,-----,Finder,P
Kepler-466 b,2018/03/07 09:40,2018/03/07 12:51,2018/03/07 11:07,2018/03/07 17:30,5.8, OBJ SUN,0.272,0.25,-----,11.7,11.4,11.37,0.0006,-----,Finder,P
Kepler-956 b,2018/03/08 09:22,2018/03/08 12:43,2018/03/08 09:57,2018/03/08 11:47,2.9, OBJ N/A,1,0.907,-----,12.28,11.97,11.96,0.0006,-----,Finder,P
Kepler-1021 b, 2018/03/09 09:47, 2018/03/09 12:49, 2018/03/09 09:23, 2018/03/09 12:0,0     11.,4 OBJ SUN,0.844,0.579, ----,- 13.83,13.41,13.33,0.0006, -----, Finder, P
Kepler-732 c,2018/03/09 09:47,2018/03/09 12:00,2018/03/09 10:20,2018/03/09 11:27,2.5, N/A N/A,1,1,-----,12.6,11.95,11.72,0.0006,-----,Finder,P
Kepler-620 b,2018/03/09 09:06,2018/03/09 12:49,2018/03/09 10:34,2018/03/09 16:36,18.1, OBJ SUN,0.373,0.308,-----,13.59,13.29,13.28,0.0006,-----,Finder,P
Kepler-658 b,2018/03/09 11:31,2018/03/09 12:49,2018/03/09 12:17,2018/03/09 13:47,4.4, N/A SUN,0.357,0.428,-----,13.44,12.73,12.63,0.0006,-----,Finder,P
Kepler-732 c,2018/03/10 08:48,2018/03/10 09:26,2018/03/10 07:46,2018/03/10 08:53,2.5, OBJ N/A,0.065,0.282,-----,12.6,11.95,11.72,0.0006,-----,Finder,P
Kepler-618 b,2018/03/04 09:25,2018/03/04 12:55,2018/03/04 11:04,2018/03/04 14:24,11.6, N/A SUN,0.553,0.526,-----,13.67,13.42,13.34,0.0005,-----,Finder,P
Kepler-518 b,2018/03/05 09:34,2018/03/05 11:48,2018/03/05 08:30,2018/03/05 10:42,2.5, OBJ N/A,0.519,0.509,-----,11.47,11.19,11.11,0.0005,-----,Finder,P
Kepler-1136 b, 2018/03/05 09:14, 2018/03/05 11:01, 2018/03/05 09:11, 2018/03/05 10:2,4      7.,4 OBJ N/A,0.953,0.726, ----,- 13.87,13.22,13.17,0.0005, -----, Finder, P
Kepler-832 b,2018/03/05 09:58,2018/03/05 12:54,2018/03/05 11:13,2018/03/05 15:09,18.9, OBJ SUN,0.426,0.372,-----,14.68,14.29,14.2,0.0005,-----,Finder,P
Kepler-969 b,2018/03/05 09:21,2018/03/05 12:54,2018/03/05 11:26,2018/03/05 15:54,10.2, OBJ SUN,0.327,0.396,-----,12.41,11.98,11.9,0.0005,-----,Finder,P
Kepler-981 b,2018/03/05 11:53,2018/03/05 12:54,2018/03/05 12:47,2018/03/05 14:35,6.3, N/A SUN,0.064,0.282,-----,13.57,13.27,13.17,0.0005,-----,Finder,P
Kepler-500 b,2018/03/06 09:59,2018/03/06 12:52,2018/03/06 08:41,2018/03/06 12:11,5.1, OBJ SUN,0.631,0.414,-----,12.99,12.69,12.59,0.0005,-----,Finder,P
Kepler-616 b,2018/03/06 09:46,2018/03/06 12:52,2018/03/06 11:08,2018/03/06 14:23,10.1, OBJ SUN,0.536,0.478,-----,13.81,13.41,13.45,0.0005,-----,Finder,P
Kepler-1187 b, 2018/03/07 09:33, 2018/03/07 12:51, 2018/03/07 09:32, 2018/03/07 12:4,7     15.,2 OBJ SUN,0.995,0.51, ----,- 13.51,13.15,13.15,0.0005, -----, Finder, P
Kepler-1320 b, 2018/03/07 12:01, 2018/03/07 12:51, 2018/03/07 12:33, 2018/03/07 13:3,7      6.,4 N/A SUN,0.287,0.394, ----,- 14.23,13.71,13.66,0.0005, -----, Finder, P
Kepler-1073 b, 2018/03/08 09:58, 2018/03/08 12:50, 2018/03/08 08:00, 2018/03/08 11:2,9     13.,3 OBJ SUN,0.436,0.412, ----,- 13.33,12.96,12.92,0.0005, -----, Finder, P
Kepler-1320 b, 2018/03/08 09:30, 2018/03/08 10:59, 2018/03/08 09:24, 2018/03/08 10:2,7      6.,4 OBJ N/A,0.903,0.701, ----,- 14.23,13.71,13.66,0.0005, -----, Finder, P
Kepler-958 b,2018/03/08 11:46,2018/03/08 12:50,2018/03/08 12:44,2018/03/08 14:41,5.4, N/A SUN,0.053,0.276,-----,12.49,12.12,12.04,0.0005,-----,Finder,P
Kepler-1048 b, 2018/03/09 08:55, 2018/03/09 12:49, 2018/03/09 07:50, 2018/03/09 12:0,5     16.,8 OBJ SUN,0.745,0.459, ----,- 13.13,12.54,12.45,0.0005, -----, Finder, P
Kepler-601 b,2018/03/09 08:56,2018/03/09 12:27,2018/03/09 08:22,2018/03/09 11:05,6.4, OBJ N/A,0.795,0.648,-----,12.65,12.15,12.13,0.0005,-----,Finder,P
Kepler-587 b,2018/03/09 09:08,2018/03/09 12:34,2018/03/09 09:08,2018/03/09 11:26,12.7, OBJ N/A,1,0.752,-----,13.69,13.3,13.25,0.0005,-----,Finder,P
Kepler-901 b,2018/03/09 11:50,2018/03/09 12:49,2018/03/09 12:35,2018/03/09 14:04,4.8, N/A SUN,0.157,0.328,-----,12.75,12.1,11.91,0.0005,-----,Finder,P
Kepler-1366 b, 2018/03/10 09:05, 2018/03/10 10:28, 2018/03/10 08:24, 2018/03/10 09:4,7     15.,2 OBJ N/A,0.497,0.498, ----,- 13.77,13.1,12.96,0.0005, -----, Finder, P
Kepler-615 b,2018/03/10 08:42,2018/03/10 12:48,2018/03/10 08:50,2018/03/10 11:39,8.4, OBJ SUN,1,0.728,-----,12.65,12.07,11.97,0.0005,-----,Finder,P
Kepler-578 b,2018/03/10 11:58,2018/03/10 12:48,2018/03/10 12:45,2018/03/10 14:21,3.6, N/A SUN,0.024,0.262,-----,13.09,12.65,12.56,0.0005,-----,Finder,P
Kepler-464 b,2018/03/04 09:47,2018/03/04 12:55,2018/03/04 06:12,2018/03/04 11:03,3.8, OBJ SUN,0.261,0.321,-----,11.65,11.36,11.34,0.0004,-----,Finder,P
Kepler-992 b,2018/03/05 09:06,2018/03/05 11:58,2018/03/05 06:14,2018/03/05 10:03,11.9, OBJ N/A,0.248,0.374,-----,11.9,11.38,11.27,0.0004,-----,Finder,P
Kepler-808 b,2018/03/05 09:44,2018/03/05 11:57,2018/03/05 10:17,2018/03/05 11:24,2.6, N/A N/A,1,1,-----,12.55,12.01,11.88,0.0004,-----,Finder,P
Kepler-166 d,2018/03/06 09:33,2018/03/06 10:49,2018/03/06 08:09,2018/03/06 09:56,4.4, OBJ N/A,0.211,0.356,-----,13.35,12.94,12.88,0.0004,-----,Finder,P
Kepler-1206 b, 2018/03/06 10:31, 2018/03/06 12:52, 2018/03/06 11:10, 2018/03/06 12:2,9     10.,2 N/A SUN,1,0.902, ----,- 14.29,13.76,13.74,0.0004, -----, Finder, P
Kepler-680 b,2018/03/06 11:20,2018/03/06 12:52,2018/03/06 12:39,2018/03/06 15:17,12.1, N/A SUN,0.085,0.292,-----,14.01,13.72,13.76,0.0004,-----,Finder,P
Kepler-842 b,2018/03/07 09:24,2018/03/07 11:12,2018/03/07 08:51,2018/03/07 10:25,4.3, OBJ N/A,0.651,0.576,-----,13.54,13,12.91,0.0004,-----,Finder,P
Kepler-666 b,2018/03/07 09:51,2018/03/07 12:51,2018/03/07 09:30,2018/03/07 13:20,18.5, OBJ SUN,0.786,0.393,-----,14.2,13.85,13.81,0.0004,-----,Finder,P
Kepler-592 b,2018/03/07 09:00,2018/03/07 12:51,2018/03/07 09:55,2018/03/07 12:25,6.3, OBJ SUN,1,0.767,-----,13.63,13.3,13.22,0.0004,-----,Finder,P
Kepler-480 b,2018/03/07 09:32,2018/03/07 12:51,2018/03/07 10:11,2018/03/07 14:22,4.8, OBJ SUN,0.638,0.397,-----,12.33,12.11,12.06,0.0004,-----,Finder,P
Kepler-1148 b, 2018/03/08 09:26, 2018/03/08 11:33, 2018/03/08 09:58, 2018/03/08 11:0,1      5.,6 N/A N/A,1,1, ----,- 13.80,13.3,13.2,0.0004, -----, Finder, P
Kepler-866 b,2018/03/08 09:32,2018/03/08 12:50,2018/03/08 10:34,2018/03/08 12:36,13.4, N/A SUN,1,0.806,-----,14.17,13.61,13.48,0.0004,-----,Finder,P
Kepler-755 b,2018/03/08 11:05,2018/03/08 12:50,2018/03/08 11:52,2018/03/08 13:27,3.8, N/A SUN,0.612,0.556,-----,12.46,11.96,11.88,0.0004,-----,Finder,P
 Kepler-48 b,2018/03/09 10:07,2018/03/09 12:49,2018/03/09 10:10,2018/03/09 13:23,0, OBJ SUN,0.825,0.42,-----,11.7,11.29,11.22,0.0004,-----,Finder,P
Kepler-166 d,2018/03/09 09:52,2018/03/09 12:49,2018/03/09 10:45,2018/03/09 12:31,4.4, N/A SUN,1,0.834,-----,13.35,12.94,12.88,0.0004,-----,Finder,P
Kepler-1148 b, 2018/03/09 11:57, 2018/03/09 12:49, 2018/03/09 12:28, 2018/03/09 13:3,2      5.,6 N/A SUN,0.325,0.412, ----,- 13.80,13.3,13.2,0.0004, -----, Finder, P
Kepler-808 b,2018/03/10 10:57,2018/03/10 12:48,2018/03/10 11:30,2018/03/10 12:36,2.6, N/A SUN,1,0.835,-----,12.55,12.01,11.88,0.0004,-----,Finder,P
Kepler-839 b,2018/03/04 09:43,2018/03/04 12:55,2018/03/04 05:13,2018/03/04 13:48,19.5, OBJ SUN,0.372,0.186,-----,12.55,12.31,12.25,0.0003,-----,Finder,P
Kepler-526 b,2018/03/04 10:03,2018/03/04 12:55,2018/03/04 08:27,2018/03/04 12:29,7.8, OBJ SUN,0.602,0.354,-----,11.91,11.57,11.47,0.0003,-----,Finder,P
Kepler-1228 b, 2018/03/04 10:00, 2018/03/04 11:58, 2018/03/04 10:19, 2018/03/04 11:2,5      3.,4 OBJ N/A,1,0.895, ----,- 13.38,12.88,12.8,0.0003, -----, Finder, P
Kepler-1049 b, 2018/03/04 09:53, 2018/03/04 12:55, 2018/03/04 10:46, 2018/03/04 12:3,3      7.,7 N/A SUN,1,0.853, ----,- 11.97,11.35,11.18,0.0003, -----, Finder, P
Kepler-1205 b, 2018/03/04 11:02, 2018/03/04 12:55, 2018/03/04 11:39, 2018/03/04 12:5,3      7.,1 N/A SUN,1,0.765, ----,- 13.87,13.41,13.26,0.0003, -----, Finder, P
Kepler-1342 b, 2018/03/04 10:56, 2018/03/04 12:55, 2018/03/04 11:53, 2018/03/04 13:4,7     17.,5 N/A SUN,0.543,0.522, ----,- 13.97,13.54,13.53,0.0003, -----, Finder, P
Kepler-1096 b, 2018/03/04 11:12, 2018/03/04 12:55, 2018/03/04 11:53, 2018/03/04 13:1,5      9.,9 N/A SUN,0.751,0.625, ----,- 13.18,12.56,12.38,0.0003, -----, Finder, P
Kepler-872 b,2018/03/04 11:01,2018/03/04 12:55,2018/03/04 12:11,2018/03/04 14:31,9.6, N/A SUN,0.311,0.406,-----,13.79,13.46,13.39,0.0003,-----,Finder,P
Kepler-1317 b, 2018/03/04 11:37, 2018/03/04 12:55, 2018/03/04 12:14, 2018/03/04 13:2,7      5.,0 N/A SUN,0.563,0.532, ----,- 13.82,13.32,13.31,0.0003, -----, Finder, P
Kepler-1322 b, 2018/03/04 11:56, 2018/03/04 12:55, 2018/03/04 12:45, 2018/03/04 14:2,2     10.,2 N/A SUN,0.105,0.303, ----,- 14.57,14.17,14.07,0.0003, -----, Finder, P
Kepler-814 b,2018/03/05 09:06,2018/03/05 12:54,2018/03/05 09:03,2018/03/05 12:26,19.5, OBJ SUN,0.986,0.56,-----,13.71,13.41,13.42,0.0003,-----,Finder,P
Kepler-1259 b, 2018/03/05 10:01, 2018/03/05 11:27, 2018/03/05 09:51, 2018/03/05 10:5,5      6.,2 OBJ N/A,0.841,0.67, ----,- 13.87,13.34,13.28,0.0003, -----, Finder, P
Kepler-1322 b, 2018/03/05 11:02, 2018/03/05 12:54, 2018/03/05 11:51, 2018/03/05 13:2,9     10.,2 N/A SUN,0.642,0.571, ----,- 14.57,14.17,14.07,0.0003, -----, Finder, P
   CoRoT-7 b,2018/03/06 04:55,2018/03/06 07:10,2018/03/06 05:29,2018/03/06 06:37,2.2, N/A N/A,1,1,11.67,10.31,9.88,9.81,0.0003,0.86,Finder,P
Kepler-654 b,2018/03/06 09:55,2018/03/06 12:52,2018/03/06 09:32,2018/03/06 16:28,17.1, OBJ SUN,0.428,0.214,-----,12.52,12.2,12.16,0.0003,-----,Finder,P
Kepler-1145 b, 2018/03/06 09:58, 2018/03/06 12:52, 2018/03/06 10:11, 2018/03/06 12:0,0     13.,3 OBJ SUN,1,0.801, ----,- 13.97,13.48,13.31,0.0003, -----, Finder, P
Kepler-828 b,2018/03/06 10:22,2018/03/06 12:21,2018/03/06 10:52,2018/03/06 11:51,3.7, N/A N/A,1,1,-----,13.59,13.15,12.99,0.0003,-----,Finder,P
Kepler-1322 b, 2018/03/06 10:09, 2018/03/06 12:52, 2018/03/06 10:58, 2018/03/06 12:3,5     10.,2 N/A SUN,1,0.839, ----,- 14.57,14.17,14.07,0.0003, -----, Finder, P
 Kepler-98 b,2018/03/06 10:55,2018/03/06 12:52,2018/03/06 11:49,2018/03/06 13:37,0, N/A SUN,0.589,0.544,-----,11.67,11.32,11.25,0.0003,-----,Finder,P
   CoRoT-7 b,2018/03/07 02:17,2018/03/07 03:40,2018/03/07 01:58,2018/03/07 03:06,2.2, SUN N/A,0.727,0.614,11.67,10.31,9.88,9.81,0.0003,0.86,Finder,P
Kepler-1317 b, 2018/03/07 09:42, 2018/03/07 10:19, 2018/03/07 08:30, 2018/03/07 09:4,2      5.,0 OBJ N/A,0.008,0.254, ----,- 13.82,13.32,13.31,0.0003, -----, Finder, P
Kepler-1096 b, 2018/03/07 09:44, 2018/03/07 11:21, 2018/03/07 09:18, 2018/03/07 10:4,0      9.,9 OBJ N/A,0.685,0.592, ----,- 13.18,12.56,12.38,0.0003, -----, Finder, P
Kepler-1259 b, 2018/03/07 09:53, 2018/03/07 11:12, 2018/03/07 09:36, 2018/03/07 10:4,0      6.,2 OBJ N/A,0.721,0.611, ----,- 13.87,13.34,13.28,0.0003, -----, Finder, P
Kepler-1322 b, 2018/03/07 09:39, 2018/03/07 12:30, 2018/03/07 10:04, 2018/03/07 11:4,2     10.,2 OBJ N/A,1,0.877, ----,- 14.57,14.17,14.07,0.0003, -----, Finder, P
Kepler-1315 b, 2018/03/07 10:23, 2018/03/07 12:51, 2018/03/07 11:06, 2018/03/07 12:3,2      4.,7 N/A SUN,1,0.863, ----,- 13.33,12.81,12.68,0.0003, -----, Finder, P
Kepler-1356 b, 2018/03/07 11:00, 2018/03/07 12:51, 2018/03/07 11:28, 2018/03/07 12:2,3      9.,1 N/A N/A,1,1, ----,- 14.27,13.8,13.73,0.0003, -----, Finder, P
Kepler-624 b,2018/03/07 10:03,2018/03/07 12:51,2018/03/07 11:53,2018/03/07 15:55,9.3, OBJ SUN,0.24,0.348,-----,12.51,12.2,12.21,0.0003,-----,Finder,P
Kepler-1146 b, 2018/03/07 11:39, 2018/03/07 12:51, 2018/03/07 12:30, 2018/03/07 14:1,2     16.,7 N/A SUN,0.21,0.355, ----,- 14.23,13.64,13.52,0.0003, -----, Finder, P
 Kepler-99 b,2018/03/08 10:03,2018/03/08 12:43,2018/03/08 08:33,2018/03/08 11:20,0, OBJ N/A,0.459,0.479,-----,11.37,10.85,10.76,0.0003,-----,Finder,P
Kepler-1322 b, 2018/03/08 09:35, 2018/03/08 11:37, 2018/03/08 09:11, 2018/03/08 10:4,8     10.,2 OBJ N/A,0.745,0.623, ----,- 14.57,14.17,14.07,0.0003, -----, Finder, P
Kepler-1228 b, 2018/03/08 10:46, 2018/03/08 12:50, 2018/03/08 11:19, 2018/03/08 12:2,5      3.,4 N/A SUN,1,0.942, ----,- 13.38,12.88,12.8,0.0003, -----, Finder, P
Kepler-1317 b, 2018/03/08 11:11, 2018/03/08 12:50, 2018/03/08 11:48, 2018/03/08 13:0,1      5.,0 N/A SUN,0.854,0.677, ----,- 13.82,13.32,13.31,0.0003, -----, Finder, P
 Kepler-80 f,2018/03/08 11:59,2018/03/08 12:50,2018/03/08 12:41,2018/03/08 14:05,7.6, N/A SUN,0.113,0.307,-----,12.95,12.35,12.25,0.0003,-----,Finder,P
Kepler-1522 b, 2018/03/08 11:49, 2018/03/08 12:50, 2018/03/08 12:46, 2018/03/08 14:3,9      7.,0 N/A SUN,0.04,0.27, ----,- 13.10,12.73,12.62,0.0003, -----, Finder, P
